--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,Notes
658,12,Nov 11 2017,4:00 PM,Sat,Georgia State,33,@,Texas State,30,Bobcat Stadium - San Marcos Texas
659,12,Nov 11 2017,12:20 PM,Sat,Georgia Tech,28,,(17) Virginia Tech,22,Bobby Dodd Stadium - Atlanta Georgia
660,12,Nov 11 2017,12:00 PM,Sat,Indiana,24,@,Illinois,14,Memorial Stadium - Champaign Illinois
661,12,Nov 11 2017,4:00 PM,Sat,Kentucky,44,@,Vanderbilt,21,Vanderbilt Stadium - Nashville Tennessee
662,12,Nov 11 2017,5:00 AM,Sat,Liberty,47,,Presbyterian,28,
663,12,Nov 11 2017,12:00 PM,Sat,Louisiana State,33,,Arkansas,10,Tiger Stadium - Baton Rouge Louisiana
664,12,Nov 11 2017,3:30 PM,Sat,Louisville,38,,Virginia,21,Papa John's Cardinal Stadium - Louisville Kentucky
665,12,Nov 11 2017,6:30 PM,Sat,Marshall,30,,Western Kentucky,23,Joan C. Edwards Stadium - Huntington West Virginia
666,12,Nov 11 2017,4:00 PM,Sat,Massachusetts,44,N,Maine,31,Fenway Park - Boston Massachusetts
667,12,Nov 11 2017,8:00 PM,Sat,(7) Miami (FL),41,,(3) Notre Dame,8,Hard Rock Stadium - Miami Gardens Florida
668,12,Nov 11 2017,3:30 PM,Sat,(21) Michigan,35,@,Maryland,10,Capital One Field at Maryland Stadium - College Park Maryland
669,12,Nov 11 2017,2:00 PM,Sat,Middle Tennessee State,35,@,Charlotte,21,Jerry Richardson Stadium - Charlotte North Carolina
670,12,Nov 11 2017,12:00 PM,Sat,Minnesota,54,,Nebraska,21,TCF Bank Stadium - Minneapolis Minnesota
671,12,Nov 11 2017,12:00 PM,Sat,Mississippi,50,,Louisiana,22,Vaught-Hemingway Stadium - Oxford Mississippi
672,12,Nov 11 2017,7:30 PM,Sat,Missouri,50,,Tennessee,17,Memorial Stadium/Faurot Field - Columbia Missouri
673,12,Nov 11 2017,3:30 PM,Sat,Navy,43,,Southern Methodist,40,Navy-Marine Corps Memorial Stadium - Annapolis Maryland
674,12,Nov 11 2017,4:00 PM,Sat,Nevada,59,,San Jose State,14,MacKay Stadium - Reno Nevada
675,12,Nov 11 2017,12:00 PM,Sat,North Carolina State,17,@,Boston College,14,Alumni Stadium - Chestnut Hill Massachusetts
676,12,Nov 11 2017,,Sat,North Texas,45,,Texas-El Paso,10,Apogee Stadium - Denton Texas
677,12,Nov 11 2017,7:00 PM,Sat,Northwestern,23,,Purdue,13,Ryan Field - Evanston Illinois
678,12,Nov 11 2017,12:00 PM,Sat,(11) Ohio State,48,,(13) Michigan State,3,Ohio Stadium - Columbus Ohio
679,12,Nov 11 2017,8:00 PM,Sat,(5) Oklahoma,38,,(8) Texas Christian,20,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
680,12,Nov 11 2017,12:00 PM,Sat,(12) Oklahoma State,49,@,(24) Iowa State,42,Jack Trice Stadium - Ames Iowa
681,12,Nov 11 2017,7:00 PM,Sat,Old Dominion,37,@,Florida International,30,Riccardo Silva Stadium - Miami Florida
682,12,Nov 11 2017,12:00 PM,Sat,(16) Penn State,35,,Rutgers,6,Beaver Stadium - University Park Pennsylvania
683,12,Nov 11 2017,5:00 PM,Sat,South Alabama,24,,Arkansas State,19,Ladd-Peebles Stadium - Mobile Alabama
684,12,Nov 11 2017,12:00 PM,Sat,South Carolina,28,,Florida,20,Williams-Brice Stadium - Columbia South Carolina
685,12,Nov 11 2017,4:00 PM,Sat,(15) Southern California,38,@,Colorado,24,Folsom Field - Boulder Colorado
686,12,Nov 11 2017,3:30 PM,Sat,Southern Mississippi,43,@,Rice,34,Rice Stadium - Houston Texas
687,12,Nov 11 2017,6:00 PM,Sat,Texas,42,,Kansas,27,Darrell K Royal-Texas Memorial Stadium - Austin Texas
688,12,Nov 11 2017,,Sat,Texas A&M,55,,New Mexico,14,Kyle Field - College Station Texas
689,12,Nov 11 2017,12:00 PM,Sat,Texas Tech,38,N,Baylor,24,AT&T Stadium - Arlington Texas
690,12,Nov 11 2017,4:30 PM,Sat,Troy,42,@,Coastal Carolina,17,Brooks Stadium - Conway South Carolina
691,12,Nov 11 2017,7:00 PM,Sat,Tulane,31,@,East Carolina,24,Dowdy-Ficklen Stadium - Greenville North Carolina
692,12,Nov 11 2017,9:30 PM,Sat,UCLA,44,,Arizona State,37,Rose Bowl - Pasadena California
693,12,Nov 11 2017,3:00 PM,Sat,Wake Forest,64,@,Syracuse,43,Carrier Dome - Syracuse New York
694,12,Nov 11 2017,5:30 PM,Sat,(19) Washington State,33,@,Utah,25,Rice-Eccles Stadium - Salt Lake City Utah
695,12,Nov 11 2017,3:30 PM,Sat,(23) West Virginia,28,@,Kansas State,23,Bill Snyder Family Stadium - Manhattan Kansas
696,12,Nov 11 2017,3:30 PM,Sat,(6) Wisconsin,38,,(25) Iowa,14,Camp Randall Stadium - Madison Wisconsin
697,12,Nov 11 2017,10:15 PM,Sat,Wyoming,28,@,Air Force,14,Falcon Stadium - Colorado Springs Colorado
698,13,Nov 14 2017,7:00 PM,Tue,Akron,37,,Ohio,34,InfoCision Stadium - Akron Ohio
699,13,Nov 14 2017,7:00 PM,Tue,Central Michigan,42,@,Kent State,23,Dix Stadium - Kent Ohio
700,13,Nov 15 2017,7:00 PM,Wed,Eastern Michigan,27,@,Miami (OH),24,Fred Yager Stadium - Oxford Ohio
701,13,Nov 15 2017,7:00 PM,Wed,Northern Illinois,35,,Western Michigan,31,Huskie Stadium - DeKalb Illinois
702,13,Nov 15 2017,8:00 PM,Wed,Toledo,66,@,Bowling Green,37,Doyt Perry Stadium - Bowling Green Ohio
703,13,Nov 16 2017,7:00 PM,Thu,Buffalo,40,@,Ball State,24,Scheumann Stadium - Muncie Indiana
704,13,Nov 16 2017,7:30 PM,Thu,(23) South Florida,27,,Tulsa,20,Raymond James Stadium - Tampa Florida
705,13,Nov 17 2017,9:30 PM,Fri,Nevada-Las Vegas,38,@,New Mexico,35,Dreamstyle Stadium - Albuquerque New Mexico
706,13,Nov 17 2017,8:00 PM,Fri,Western Kentucky,41,,Middle Tennessee State,38,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
707,13,Nov 18 2017,12:00 PM,Sat,(1) Alabama,56,,Mercer,0,Bryant-Denny Stadium - Tuscaloosa Alabama
708,13,Nov 18 2017,3:00 PM,Sat,Arizona State,40,@,Oregon State,24,Reser Stadium - Corvallis Oregon
709,13,Nov 18 2017,3:00 PM,Sat,Arkansas State,30,,Texas State,12,Centennial Bank Stadium - Jonesboro Arkansas
710,13,Nov 18 2017,12:00 PM,Sat,(6) Auburn,42,,Louisiana-Monroe,14,Jordan-Hare Stadium - Auburn Alabama
711,13,Nov 18 2017,10:15 PM,Sat,Boise State,44,,Air Force,19,Albertsons Stadium - Boise Idaho
712,13,Nov 18 2017,7:00 PM,Sat,Boston College,39,N,Connecticut,16,Fenway Park - Boston Massachusetts
713,13,Nov 18 2017,12:00 PM,Sat,(14) Central Florida,45,@,Temple,19,Lincoln Financial Field - Philadelphia Pennsylvania
714,13,Nov 18 2017,5:00 AM,Sat,Charleston Southern,20,,Liberty,19,
715,13,Nov 18 2017,12:20 PM,Sat,(4) Clemson,61,,Citadel,3,Clemson Memorial Stadium - Clemson South Carolina
716,13,Nov 18 2017,5:00 PM,Sat,Coastal Carolina,13,@,Idaho,7,Kibbie-Asui Activity Center - Moscow Idaho
717,13,Nov 18 2017,3:30 PM,Sat,Colorado State,42,,San Jose State,14,Sonny Lubrick Field at Colorado State Stadium - Fort Collins Colorado
718,13,Nov 18 2017,3:30 PM,Sat,Duke,43,,Georgia Tech,20,Wallace Wade Stadium - Durham North Carolina
719,13,Nov 18 2017,12:00 PM,Sat,East Carolina,48,,Cincinnati,20,Dowdy-Ficklen Stadium - Greenville North Carolina
720,13,Nov 18 2017,4:00 PM,Sat,Florida,36,,Alabama-Birmingham,7,Ben Hill Griffin Stadium - Gainesville Florida
721,13,Nov 18 2017,7:00 PM,Sat,Florida Atlantic,52,,Florida International,24,FAU Football Stadium - Boca Raton Florida
722,13,Nov 18 2017,12:00 PM,Sat,Florida State,77,,Delaware State,6,Doak Campbell Stadium - Tallahassee Florida
723,13,Nov 18 2017,2:00 PM,Sat,Fresno State,13,@,Wyoming,7,Jonah Field War Memorial Stadium - Laramie Wyoming
724,13,Nov 18 2017,3:30 PM,Sat,(7) Georgia,42,,Kentucky,13,Sanford Stadium - Athens Georgia
725,13,Nov 18 2017,3:00 PM,Sat,Georgia Southern,52,,South Alabama,0,Allen E. Paulson Stadium - Statesboro Georgia
726,13,Nov 18 2017,12:00 PM,Sat,Indiana,41,,Rutgers,0,Memorial Stadium "The Rock" - Bloomington Indiana
727,13,Nov 18 2017,2:30 PM,Sat,Iowa State,23,@,Baylor,13,McLane Stadium - Waco Texas
728,13,Nov 18 2017,3:30 PM,Sat,Kansas State,45,@,(10) Oklahoma State,40,Boone Pickens Stadium - Stillwater Oklahoma
729,13,Nov 18 2017,5:00 PM,Sat,Louisiana,47,,New Mexico State,34,Cajun Field - Lafayette Louisiana
730,13,Nov 18 2017,7:00 PM,Sat,(21) Louisiana State,30,@,Tennessee,10,Neyland Stadium - Knoxville Tennessee
731,13,Nov 18 2017,,Sat,Louisiana Tech,42,@,Texas-El Paso,21,Sun Bowl - El Paso Texas
732,13,Nov 18 2017,3:30 PM,Sat,Louisville,56,,Syracuse,10,Papa John's Cardinal Stadium - Louisville Kentucky
733,13,Nov 18 2017,,Sat,Massachusetts,16,@,Brigham Young,10,LaVell Edwards Stadium - Provo Utah
734,13,Nov 18 2017,12:00 PM,Sat,(18) Memphis,66,,Southern Methodist,45,Liberty Bowl Memorial Stadium - Memphis Tennessee
735,13,Nov 18 2017,12:00 PM,Sat,(2) Miami (FL),44,,Virginia,28,Hard Rock Stadium - Miami Gardens Florida
736,13,Nov 18 2017,4:00 PM,Sat,(22) Michigan State,17,,Maryland,7,Spartan Stadium - East Lansing Michigan
737,13,Nov 18 2017,12:00 PM,Sat,(17) Mississippi State,28,@,Arkansas,21,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
738,13,Nov 18 2017,7:30 PM,Sat,Missouri,45,@,Vanderbilt,17,Vanderbilt Stadium - Nashville Tennessee
739,13,Nov 18 2017,3:00 PM,Sat,North Carolina,65,,Western Carolina,10,Kenan Memorial Stadium - Chapel Hill North Carolina
740,13,Nov 18 2017,6:30 PM,Sat,North Texas,52,,Army,49,Apogee Stadium - Denton Texas
741,13,Nov 18 2017,12:00 PM,Sat,Northwestern,39,,Minnesota,0,Ryan Field - Evanston Illinois
742,13,Nov 18 2017,3:30 PM,Sat,(9) Notre Dame,24,,Navy,17,Notre Dame Stadium - South Bend Indiana
743,13,Nov 18 2017,3:30 PM,Sat,(8) Ohio State,52,,Illinois,14,Ohio Stadium - Columbus Ohio
744,13,Nov 18 2017,3:30 PM,Sat,(3) Oklahoma,41,@,Kansas,3,Memorial Stadium - Lawrence Kansas
745,13,Nov 18 2017,2:00 PM,Sat,Old Dominion,24,,Rice,21,S.B. Ballard Stadium - Norfolk Virginia
746,13,Nov 18 2017,7:00 PM,Sat,Oregon,48,,Arizona,28,Autzen Stadium - Eugene Oregon
747,13,Nov 18 2017,4:00 PM,Sat,(13) Penn State,56,,Nebraska,44,Beaver Stadium - University Park Pennsylvania
748,13,Nov 18 2017,3:30 PM,Sat,Purdue,24,@,Iowa,15,Kinnick Stadium - Iowa City Iowa
749,13,Nov 18 2017,10:30 PM,Sat,San Diego State,42,,Nevada,23,SDCCU Stadium - San Diego California
750,13,Nov 18 2017,4:00 PM,Sat,South Carolina,31,,Wofford,10,Williams-Brice Stadium - Columbia South Carolina
751,13,Nov 18 2017,8:00 PM,Sat,(12) Southern California,28,,UCLA,23,Los Angeles Memorial Coliseum - Los Angeles California
752,13,Nov 18 2017,3:00 PM,Sat,Southern Mississippi,66,,Charlotte,21,M. M. Roberts Stadium - Hattiesburg Mississippi
753,13,Nov 18 2017,8:00 PM,Sat,(20) Stanford,17,,California,14,Stanford Stadium - Stanford California
754,13,Nov 18 2017,12:00 PM,Sat,Texas,28,@,(24) West Virginia,14,Milan Puskar Stadium - Morgantown West Virginia
755,13,Nov 18 2017,7:00 PM,Sat,Texas A&M,31,@,Mississippi,24,Vaught-Hemingway Stadium - Oxford Mississippi
756,13,Nov 18 2017,12:00 PM,Sat,(11) Texas Christian,27,@,Texas Tech,3,Jones AT&T Stadium - Lubbock Texas
757,13,Nov 18 2017,7:00 PM,Sat,Texas-San Antonio,9,,Marshall,7,Alamodome - San Antonio Texas
758,13,Nov 18 2017,4:00 PM,Sat,Tulane,20,,Houston,17,Yulman Stadium - New Orleans Louisiana
759,13,Nov 18 2017,3:00 PM,Sat,Utah State,38,,Hawaii,0,Merlin Olsen Field at Maverik Stadium - Logan Utah
760,13,Nov 18 2017,12:20 PM,Sat,Virginia Tech,20,,Pittsburgh,14,Lane Stadium - Blacksburg Virginia
761,13,Nov 18 2017,7:30 PM,Sat,Wake Forest,30,,(25) North Carolina State,24,BB&T Field - Winston-Salem North Carolina
762,13,Nov 18 2017,10:30 PM,Sat,(16) Washington,33,,Utah,30,Husky Stadium - Seattle Washington
763,13,Nov 18 2017,12:00 PM,Sat,(5) Wisconsin,24,,(19) Michigan,10,Camp Randall Stadium - Madison Wisconsin
764,14,Nov 21 2017,7:00 PM,Tue,Akron,24,,Kent State,14,InfoCision Stadium - Akron Ohio
765,14,Nov 21 2017,7:00 PM,Tue,Eastern Michigan,34,,Bowling Green,31,Rynearson Stadium - Ypsilanti Michigan
766,14,Nov 21 2017,7:00 PM,Tue,Miami (OH),28,@,Ball State,7,Scheumann Stadium - Muncie Indiana
767,14,Nov 23 2017,7:30 PM,Thu,Mississippi,31,@,(16) Mississippi State,28,Davis Wade Stadium - Starkville Mississippi
768,14,Nov 24 2017,1:00 PM,Fri,Buffalo,31,,Ohio,24,UB Stadium - Buffalo New York
769,14,Nov 24 2017,3:30 PM,Fri,(13) Central Florida,49,,(22) South Florida,42,Spectrum Stadium - Orlando Florida
770,14,Nov 24 2017,12:00 PM,Fri,Central Michigan,31,,Northern Illinois,24,Kelly/Shorts Stadium - Mount Pleasant Michigan
771,14,Nov 24 2017,7:00 PM,Fri,Florida International,41,,Western Kentucky,17,Riccardo Silva Stadium - Miami Florida
772,14,Nov 24 2017,12:00 PM,Fri,Houston,24,,Navy,14,TDECU Stadium - Houston Texas
773,14,Nov 24 2017,4:00 PM,Fri,Iowa,56,@,Nebraska,14,Memorial Stadium - Lincoln Nebraska
774,14,Nov 24 2017,2:30 PM,Fri,Missouri,48,@,Arkansas,45,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
775,14,Nov 24 2017,12:00 PM,Fri,Pittsburgh,24,,(2) Miami (FL),14,Heinz Field - Pittsburgh Pennsylvania
776,14,Nov 24 2017,3:30 PM,Fri,San Diego State,35,,New Mexico,10,SDCCU Stadium - San Diego California
777,14,Nov 24 2017,12:00 PM,Fri,(10) Texas Christian,45,,Baylor,22,Amon G. Carter Stadium - Fort Worth Texas
778,14,Nov 24 2017,8:00 PM,Fri,Texas Tech,27,@,Texas,23,Darrell K Royal-Texas Memorial Stadium - Austin Texas
779,14,Nov 24 2017,11:30 AM,Fri,Toledo,37,,Western Michigan,10,Glass Bowl - Toledo Ohio
780,14,Nov 24 2017,4:00 PM,Fri,Troy,62,,Texas State,9,Veterans Memorial Stadium - Troy Alabama
781,14,Nov 24 2017,10:30 PM,Fri,UCLA,30,,California,27,Rose Bowl - Pasadena California
782,14,Nov 24 2017,8:00 PM,Fri,(24) Virginia Tech,10,@,Virginia,0,Scott Stadium - Charlottesville Virginia
783,14,Nov 25 2017,10:15 PM,Sat,Air Force,38,,Utah State,35,Falcon Stadium - Colorado Springs Colorado
784,14,Nov 25 2017,,Sat,Alabama-Birmingham,28,,Texas-El Paso,7,Legion Field - Birmingham Alabama
785,14,Nov 25 2017,2:00 PM,Sat,Appalachian State,31,@,Georgia State,10,Georgia State Stadium - Atlanta Georgia
786,14,Nov 25 2017,4:30 PM,Sat,Arizona State,42,,Arizona,30,Sun Devil Stadium - Tempe Arizona
787,14,Nov 25 2017,3:00 PM,Sat,Arkansas State,67,@,Louisiana-Monroe,50,Malone Stadium - Monroe Louisiana
788,14,Nov 25 2017,3:30 PM,Sat,(6) Auburn,26,,(1) Alabama,14,Jordan-Hare Stadium - Auburn Alabama
789,14,Nov 25 2017,12:20 PM,Sat,Boston College,42,@,Syracuse,14,Carrier Dome - Syracuse New York
790,14,Nov 25 2017,9:00 PM,Sat,Brigham Young,30,@,Hawaii,20,Aloha Stadium - Honolulu Hawaii
791,14,Nov 25 2017,12:00 PM,Sat,Cincinnati,22,,Connecticut,21,Nippert Stadium - Cincinnati Ohio
792,14,Nov 25 2017,7:30 PM,Sat,(4) Clemson,34,@,South Carolina,10,Williams-Brice Stadium - Columbia South Carolina
793,14,Nov 25 2017,12:30 PM,Sat,Duke,31,@,Wake Forest,23,BB&T Field - Winston-Salem North Carolina
794,14,Nov 25 2017,2:00 PM,Sat,Florida Atlantic,31,@,Charlotte,12,Jerry Richardson Stadium - Charlotte North Carolina
795,14,Nov 25 2017,12:00 PM,Sat,Florida State,38,@,Florida,22,Ben Hill Griffin Stadium - Gainesville Florida
796,14,Nov 25 2017,3:30 PM,Sat,Fresno State,28,,(25) Boise State,17,Bulldog Stadium - Fresno California
797,14,Nov 25 2017,12:00 PM,Sat,(7) Georgia,38,@,Georgia Tech,7,Bobby Dodd Stadium - Atlanta Georgia
798,14,Nov 25 2017,5:00 PM,Sat,Georgia Southern,34,@,Louisiana,24,Cajun Field - Lafayette Louisiana
799,14,Nov 25 2017,3:30 PM,Sat,Kansas State,20,,Iowa State,19,Bill Snyder Family Stadium - Manhattan Kansas
800,14,Nov 25 2017,7:30 PM,Sat,(19) Louisiana State,45,,Texas A&M,21,Tiger Stadium - Baton Rouge Louisiana
801,14,Nov 25 2017,7:30 PM,Sat,Louisiana Tech,20,,Texas-San Antonio,6,Joe Aillet Stadium - Ruston Louisiana
802,14,Nov 25 2017,12:00 PM,Sat,Louisville,44,@,Kentucky,17,Kroger Field - Lexington Kentucky
803,14,Nov 25 2017,12:00 PM,Sat,(17) Memphis,70,,East Carolina,13,Liberty Bowl Memorial Stadium - Memphis Tennessee
804,14,Nov 25 2017,4:00 PM,Sat,(21) Michigan State,40,@,Rutgers,7,High Point Solutions Stadium - Piscataway New Jersey
805,14,Nov 25 2017,3:00 PM,Sat,Middle Tennessee State,41,,Old Dominion,10,Floyd Stadium - Murfreesboro Tennessee
806,14,Nov 25 2017,3:00 PM,Sat,Nevada,23,,Nevada-Las Vegas,16,MacKay Stadium - Reno Nevada
807,14,Nov 25 2017,4:00 PM,Sat,New Mexico State,17,,Idaho,10,Aggie Memorial Stadium - Las Cruces New Mexico
808,14,Nov 25 2017,3:30 PM,Sat,North Carolina State,33,,North Carolina,21,Carter-Finley Stadium - Raleigh North Carolina
809,14,Nov 25 2017,1:00 PM,Sat,North Texas,30,@,Rice,14,Rice Stadium - Houston Texas
810,14,Nov 25 2017,4:00 PM,Sat,(23) Northwestern,42,@,Illinois,7,Memorial Stadium - Champaign Illinois
811,14,Nov 25 2017,12:00 PM,Sat,(8) Ohio State,31,@,Michigan,20,Michigan Stadium - Ann Arbor Michigan
812,14,Nov 25 2017,3:45 PM,Sat,(3) Oklahoma,59,,West Virginia,31,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
813,14,Nov 25 2017,12:00 PM,Sat,(18) Oklahoma State,58,,Kansas,17,Boone Pickens Stadium - Stillwater Oklahoma
814,14,Nov 25 2017,7:00 PM,Sat,Oregon,69,,Oregon State,10,Autzen Stadium - Eugene Oregon
815,14,Nov 25 2017,3:30 PM,Sat,(12) Penn State,66,@,Maryland,3,Capital One Field at Maryland Stadium - College Park Maryland
816,14,Nov 25 2017,12:00 PM,Sat,Purdue,31,,Indiana,24,Ross-Ade Stadium - West Lafayette Indiana
817,14,Nov 25 2017,5:00 PM,Sat,San Jose State,20,,Wyoming,17,CEFCU Stadium - San Jose California
818,14,Nov 25 2017,12:00 PM,Sat,Southern Methodist,41,,Tulane,38,Gerald J. Ford Stadium - Dallas Texas
819,14,Nov 25 2017,2:30 PM,Sat,Southern Mississippi,28,@,Marshall,27,Joan C. Edwards Stadium - Huntington West Virginia
820,14,Nov 25 2017,8:00 PM,Sat,(20) Stanford,38,,(9) Notre Dame,20,Stanford Stadium - Stanford California
821,14,Nov 25 2017,4:00 PM,Sat,Temple,43,@,Tulsa,22,H.A. Chapman Stadium - Tulsa Oklahoma
822,14,Nov 25 2017,10:00 PM,Sat,Utah,34,,Colorado,13,Rice-Eccles Stadium - Salt Lake City Utah
823,14,Nov 25 2017,4:00 PM,Sat,Vanderbilt,42,@,Tennessee,24,Neyland Stadium - Knoxville Tennessee
824,14,Nov 25 2017,8:00 PM,Sat,(15) Washington,41,,(14) Washington State,14,Husky Stadium - Seattle Washington
825,14,Nov 25 2017,3:30 PM,Sat,(5) Wisconsin,31,@,Minnesota,0,TCF Bank Stadium - Minneapolis Minnesota
826,15,Dec 1 2017,8:00 PM,Fri,(11) Southern California,31,N,(14) Stanford,28,Pac-12 Championship (Santa Clara CA)
827,15,Dec 2 2017,2:30 PM,Sat,Appalachian State,63,,Louisiana,14,Kidd Brewer Stadium - Boone North Carolina
828,15,Dec 2 2017,7:45 PM,Sat,Boise State,17,,(25) Fresno State,14,MWC Championship (Boise ID)
829,15,Dec 2 2017,12:00 PM,Sat,(12) Central Florida,62,,(16) Memphis,55,American Athletic Conference Championship (Orlando FL)
830,15,Dec 2 2017,8:00 PM,Sat,(1) Clemson,38,N,(7) Miami (FL),3,ACC Championship (Charlotte NC)
831,15,Dec 2 2017,1:00 PM,Sat,Coastal Carolina,28,,Georgia Southern,17,Brooks Stadium - Conway South Carolina
832,15,Dec 2 2017,12:00 PM,Sat,Florida Atlantic,41,,North Texas,17,Conference USA Championship (Boca Raton FL)
833,15,Dec 2 2017,12:00 PM,Sat,Florida International,63,,Massachusetts,45,Riccardo Silva Stadium - Miami Florida
834,15,Dec 2 2017,12:00 PM,Sat,Florida State,42,,Louisiana-Monroe,10,Doak Campbell Stadium - Tallahassee Florida
835,15,Dec 2 2017,4:00 PM,Sat,(6) Georgia,28,N,(4) Auburn,7,SEC Championship (Atlanta GA)
836,15,Dec 2 2017,2:00 PM,Sat,Idaho,24,@,Georgia State,10,Georgia State Stadium - Atlanta Georgia
837,15,Dec 2 2017,4:30 PM,Sat,New Mexico State,22,,South Alabama,17,Aggie Memorial Stadium - Las Cruces New Mexico
838,15,Dec 2 2017,8:00 PM,Sat,(8) Ohio State,27,N,(3) Wisconsin,21,Big Ten Championship (Indianapolis IN)
839,15,Dec 2 2017,12:30 PM,Sat,(2) Oklahoma,41,N,(10) Texas Christian,17,Big 12 Championship (Arlington TX)
840,15,Dec 2 2017,12:00 PM,Sat,Toledo,45,N,Akron,28,MAC Championship (Detroit MI)
841,15,Dec 2 2017,7:30 PM,Sat,Troy,32,@,Arkansas State,25,Centennial Bank Stadium - Jonesboro Arkansas
842,16,Dec 9 2017,3:00 PM,Sat,Army,14,N,Navy,13,Lincoln Financial Field - Philadelphia Pennsylvania
843,17,Dec 16 2017,3:30 PM,Sat,(25) Boise State,38,N,Oregon,28,Las Vegas Bowl (Sam Boyd Stadium - Las Vegas Nevada)
844,17,Dec 16 2017,2:30 PM,Sat,Georgia State,27,N,Western Kentucky,17,Cure Bowl (Camping World Stadium - Orlando Florida)
845,17,Dec 16 2017,4:30 PM,Sat,Marshall,31,N,Colorado State,28,New Mexico Bowl (Dreamstyle Stadium - Albuquerque New Mexico)
846,17,Dec 16 2017,8:00 PM,Sat,Middle Tennessee State,35,N,Arkansas State,30,Camellia Bowl (Cramton Bowl - Montgomery Alabama)
847,17,Dec 16 2017,1:00 PM,Sat,Troy,50,N,North Texas,30,New Orleans Bowl (Mercedes-Benz Superdome - New Orleans Louisiana)
848,18,Dec 19 2017,7:00 PM,Tue,Florida Atlantic,50,,Akron,3,Boca Raton Bowl (FAU Football Stadium - Boca Raton Florida)
849,18,Dec 20 2017,8:00 PM,Wed,Louisiana Tech,51,N,Southern Methodist,10,Frisco Bowl (Toyota Stadium - Frisco Texas)
850,18,Dec 21 2017,8:00 PM,Thu,Temple,28,N,Florida International,3,Gasparilla Bowl (Tropicana Field - St. Petersburg Florida)
851,18,Dec 22 2017,12:30 PM,Fri,Ohio,41,N,Alabama-Birmingham,6,Bahamas Bowl (Thomas Robinson Stadium - Nassau BHS)
852,18,Dec 22 2017,4:00 PM,Fri,Wyoming,37,N,Central Michigan,14,Famous Idaho Potato Bowl (Albertsons Stadium - Boise Idaho)
853,18,Dec 23 2017,7:00 PM,Sat,Appalachian State,34,N,Toledo,0,Dollar General Bowl (Ladd-Peebles Stadium - Mobile Alabama)
854,18,Dec 23 2017,3:30 PM,Sat,Army,42,N,San Diego State,35,Armed Forces Bowl (Amon G. Carter Stadium - Fort Worth Texas)
855,18,Dec 23 2017,12:00 PM,Sat,(23) South Florida,38,N,Texas Tech,34,Birmingham Bowl (Legion Field - Birmingham Alabama)
856,18,Dec 24 2017,8:30 PM,Sun,Fresno State,33,N,Houston,27,Hawaii Bowl (Aloha Stadium - Honolulu Hawaii)
857,19,Dec 26 2017,5:15 PM,Tue,Duke,36,N,Northern Illinois,14,Quick Lane Bowl (Ford Field - Detroit Michigan)
858,19,Dec 26 2017,9:00 PM,Tue,Kansas State,35,N,UCLA,17,Cactus Bowl (Chase Field - Phoenix Arizona)
859,19,Dec 26 2017,1:30 PM,Tue,Utah,30,N,West Virginia,14,Heart of Dallas Bowl (Cotton Bowl - Dallas Texas)
860,19,Dec 27 2017,1:30 PM,Wed,Florida State,42,N,Southern Mississippi,13,Independence Bowl (Independence Stadium - Shreveport Louisiana)
861,19,Dec 27 2017,5:15 PM,Wed,Iowa,27,N,Boston College,20,Pinstripe Bowl (New Yankee Stadium - New York New York)
862,19,Dec 27 2017,8:30 PM,Wed,Purdue,38,N,Arizona,35,Foster Farms Bowl (Levi's Stadium - Santa Clara California)
863,19,Dec 27 2017,9:00 PM,Wed,Texas,33,N,Missouri,16,Texas Bowl (NRG Stadium - Houston Texas)
864,19,Dec 28 2017,9:00 PM,Thu,(18) Michigan State,42,N,(21) Washington State,17,Holiday Bowl (SDCCU Stadium - San Diego California)
865,19,Dec 28 2017,1:30 PM,Thu,Navy,49,,Virginia,7,Military Bowl (Navy-Marine Corps Memorial Stadium - Annapolis Maryland)
866,19,Dec 28 2017,5:15 PM,Thu,(17) Oklahoma State,30,N,(22) Virginia Tech,21,Camping World Bowl (Camping World Stadium - Orlando Florida)
867,19,Dec 28 2017,9:00 PM,Thu,(13) Texas Christian,39,N,(15) Stanford,37,Alamo Bowl (Alamodome - San Antonio Texas)
868,19,Dec 29 2017,5:30 PM,Fri,New Mexico State,26,N,Utah State,20,Arizona Bowl (Arizona Stadium - Tucson Arizona)
869,19,Dec 29 2017,3:00 PM,Fri,North Carolina State,52,N,Arizona State,31,Sun Bowl (Sun Bowl - El Paso Texas)
870,19,Dec 29 2017,4:30 PM,Fri,(20) Northwestern,24,N,Kentucky,23,Music City Bowl (Nissan Stadium - Nashville Tennessee)
871,19,Dec 29 2017,8:30 PM,Fri,(5) Ohio State,24,N,(8) Southern California,7,Cotton Bowl (AT&T Stadium - Arlington Texas)
872,19,Dec 29 2017,1:00 PM,Fri,Wake Forest,55,N,Texas A&M,52,Belk Bowl (Bank of America Stadium - Charlotte North Carolina)
